,location,total_sqft,bath,price,bhk
613,Badavala Nagar,1494.0,2.0,94.55,3
614,Badavala Nagar,1274.0,2.0,81.0,2
615,Badavala Nagar,1494.0,2.0,94.55,3
616,Badavala Nagar,1842.0,3.0,115.0,3
617,Badavala Nagar,1842.0,3.0,115.0,3
618,Badavala Nagar,1842.0,3.0,115.0,3
619,Balagere,1210.0,2.0,80.9,2
620,Balagere,1210.0,2.0,72.0,2
621,Balagere,1205.0,2.0,78.5,2
622,Balagere,790.5,1.0,41.9,1
625,Balagere,1020.07,2.0,68.38,2
626,Balagere,1205.47,2.0,81.0,2
627,Balagere,1007.0,2.0,65.0,2
629,Balagere,1210.0,2.0,74.0,2
630,Balagere,1210.0,2.0,83.0,2
631,Balagere,675.0,1.0,45.0,1
632,Balagere,656.0,1.0,43.0,1
634,Balagere,1012.0,2.0,64.0,2
635,Balagere,1007.0,2.0,62.0,2
636,Balagere,1007.0,2.0,67.0,2
637,Balagere,1007.0,2.0,66.0,2
640,Balagere,645.0,1.0,34.18,1
643,Balagere,790.5,1.0,42.295,1
644,Balagere,1012.0,2.0,65.0,2
645,Balagere,656.0,1.0,38.77,1
646,Balagere,645.0,1.0,39.0,1
647,Balagere,645.0,1.0,41.0,1
648,Balagere,1210.0,2.0,82.0,2
649,Balagere,656.0,1.0,34.77,1
650,Balagere,1205.0,2.0,73.87,2
651,Balagere,1012.0,2.0,70.0,2
652,Balagere,1007.0,2.0,68.0,2
654,Balagere,1205.0,2.0,79.0,2
655,Balagere,1012.0,2.0,68.0,2
657,Banashankari,1077.0,2.0,37.64,2
658,Banashankari,1470.0,2.0,88.64,3
659,Banashankari,1300.0,2.0,75.0,3
660,Banashankari,1800.0,3.0,115.0,3
661,Banashankari,1125.0,2.0,63.0,2
663,Banashankari,1310.0,2.0,80.0,2
664,Banashankari,2600.0,4.0,135.0,3
665,Banashankari,1900.0,2.0,170.0,3
666,Banashankari,1260.0,2.0,75.0,2
667,Banashankari,1170.0,2.0,46.79,2
669,Banashankari,1350.0,2.0,83.0,3
671,Banashankari,1330.0,2.0,78.0,2
672,Banashankari,1400.0,2.0,78.0,3
673,Banashankari,1700.0,3.0,125.0,3
674,Banashankari,1020.0,2.0,40.79,2
675,Banashankari,1600.0,2.0,63.98,2
676,Banashankari,1041.0,2.0,36.44,2
677,Banashankari,2400.0,1.0,200.0,1
678,Banashankari,1390.0,2.0,86.0,2
679,Banashankari,1460.0,2.0,70.0,2
680,Banashankari,1200.0,2.0,60.0,2
681,Banashankari,1290.0,2.0,80.0,2
682,Banashankari,1186.0,2.0,65.0,2
683,Banashankari,1650.0,3.0,101.0,3
685,Banashankari,1181.0,2.0,75.0,2
686,Banashankari,1105.0,2.0,90.0,2
687,Banashankari,720.0,1.0,60.0,1
688,Banashankari,1040.0,2.0,45.0,2
689,Banashankari,1330.0,2.0,77.0,2
690,Banashankari,1200.0,2.0,49.0,2
691,Banashankari,1185.0,2.0,67.0,2
692,Banashankari,1000.0,2.0,50.0,2
693,Banashankari,1650.0,3.0,90.75,3
694,Banashankari,1650.0,3.0,101.0,3
695,Banashankari,1310.0,2.0,80.43,2
696,Banashankari,600.0,1.0,27.0,2
697,Banashankari,1430.0,2.0,87.8,2
698,Banashankari,1020.0,2.0,42.83,2
700,Banashankari,1540.0,3.0,80.0,3
701,Banashankari,1683.0,3.0,115.0,3
702,Banashankari,1800.0,3.0,125.0,3
703,Banashankari,1175.0,2.0,41.13,2
705,Banashankari,1450.0,2.0,50.75,2
706,Banashankari,1770.0,3.0,108.0,3
707,Banashankari,1800.0,3.0,125.0,3
710,Banashankari,1200.0,3.0,74.52,3
711,Banashankari,1100.0,2.0,63.0,2
712,Banashankari,1020.0,2.0,40.79,2
713,Banashankari,1260.0,2.0,75.0,2
715,Banashankari,1426.0,3.0,85.0,3
716,Banashankari Stage II,1700.0,2.0,150.0,2
717,Banashankari Stage II,1200.0,2.0,150.0,4
718,Banashankari Stage II,1500.0,2.0,120.0,3
719,Banashankari Stage II,2400.0,3.0,510.0,5
720,Banashankari Stage II,1240.0,2.0,59.52,3
721,Banashankari Stage II,1250.0,2.0,110.0,2
722,Banashankari Stage II,1260.0,2.0,95.0,3
723,Banashankari Stage II,2400.0,2.0,300.0,3
724,Banashankari Stage II,1400.0,2.0,100.0,2
725,Banashankari Stage II,2800.0,3.0,425.0,5
726,Banashankari Stage II,3000.0,3.0,450.0,3
727,Banashankari Stage II,1200.0,2.0,198.0,3
728,Banashankari Stage II,1245.0,2.0,125.0,2
729,Banashankari Stage III,1305.0,2.0,58.7,3
730,Banashankari Stage III,1145.0,2.0,58.4,2
731,Banashankari Stage III,1650.0,3.0,118.0,3
732,Banashankari Stage III,2400.0,4.0,240.0,4
733,Banashankari Stage III,1350.0,2.0,68.0,3
735,Banashankari Stage III,1305.0,2.0,59.0,3
736,Banashankari Stage III,1305.0,2.0,60.0,3
737,Banashankari Stage III,1200.0,2.0,42.0,2
738,Banashankari Stage III,1305.0,2.0,59.0,3
739,Banashankari Stage III,1480.0,3.0,75.48,3
740,Banashankari Stage III,1305.0,2.0,59.0,3
741,Banashankari Stage III,1304.0,2.0,111.0,2
742,Banashankari Stage III,3000.0,6.0,150.0,6
743,Banashankari Stage III,1085.0,2.0,50.0,2
744,Banashankari Stage III,1500.0,2.0,100.0,3
745,Banashankari Stage III,2100.0,3.0,147.0,4
746,Banashankari Stage III,1420.0,2.0,95.0,3
747,Banashankari Stage V,1300.0,2.0,58.5,3
748,Banashankari Stage V,1305.0,2.0,49.0,3
749,Banashankari Stage V,1035.0,2.0,35.77,2
750,Banashankari Stage V,1355.0,2.0,61.0,3
751,Banashankari Stage V,1510.0,3.0,47.57,3
752,Banashankari Stage V,1650.0,3.0,51.98,3
753,Banashankari Stage V,1630.0,3.0,51.35,3
754,Banashankari Stage V,1510.0,3.0,47.57,3
755,Banashankari Stage V,1315.0,2.0,49.0,3
756,Banashankari Stage V,1540.0,3.0,48.51,3
757,Banashankari Stage V,920.0,2.0,41.5,2
758,Banashankari Stage VI,1177.5,2.0,59.935,2
759,Banashankari Stage VI,4800.0,4.0,190.0,4
760,Banashankari Stage VI,2800.0,4.0,89.0,4
761,Banashankari Stage VI,2200.0,4.0,195.0,4
762,Banashankari Stage VI,1160.0,2.0,59.0,2
763,Banashankari Stage VI,1180.0,2.0,59.47,2
764,Banashankari Stage VI,1423.0,2.0,71.73,3
765,Banashankari Stage VI,1392.0,3.0,69.46,3
766,Banashankari Stage VI,1410.5,2.0,70.385,3
767,Banashankari Stage VI,4800.0,3.0,200.0,4
768,Banaswadi,1184.0,2.0,53.0,2
769,Banaswadi,1145.0,2.0,55.0,2
770,Banaswadi,1250.0,2.0,60.0,2
771,Banaswadi,1365.0,2.0,73.0,2
772,Banaswadi,1903.0,6.0,140.0,5
773,Banaswadi,1222.0,2.0,80.0,2
774,Banaswadi,870.0,2.0,38.0,2
775,Banaswadi,1200.0,2.0,60.0,2
777,Banaswadi,527.0,1.0,35.0,1
778,Banaswadi,1340.0,2.0,73.0,2
779,Banaswadi,1008.0,2.0,52.0,2
780,Banaswadi,1105.0,2.0,57.0,2
781,Banjara Layout,1200.0,2.0,70.0,2
782,Banjara Layout,1050.0,2.0,64.8,2
783,Banjara Layout,753.0,3.0,59.5,2
784,Banjara Layout,2500.0,4.0,140.0,3
785,Bannerghatta,3012.0,6.0,250.0,4
786,Bannerghatta,1665.0,3.0,110.0,3
787,Bannerghatta,2370.0,4.0,195.0,3
788,Bannerghatta,1100.0,2.0,66.0,2
789,Bannerghatta,1113.0,2.0,70.0,2
790,Bannerghatta,1200.0,2.0,73.2,2
791,Bannerghatta,1070.0,2.0,87.0,2
792,Bannerghatta,1776.0,3.0,124.0,3
793,Bannerghatta,1776.0,3.0,150.0,3
794,Bannerghatta Road,1050.0,2.0,65.0,2
795,Bannerghatta Road,1170.0,2.0,66.0,3
796,Bannerghatta Road,595.0,1.0,33.32,1
797,Bannerghatta Road,1445.0,3.0,95.0,3
799,Bannerghatta Road,1460.0,2.0,90.0,3
801,Bannerghatta Road,1179.0,2.0,66.02,2
802,Bannerghatta Road,1122.5,2.0,58.935,2
803,Bannerghatta Road,793.0,2.0,45.0,2
804,Bannerghatta Road,1400.0,2.0,78.0,2
805,Bannerghatta Road,2700.0,5.0,158.0,5
806,Bannerghatta Road,1215.0,2.0,50.0,2
807,Bannerghatta Road,1654.0,3.0,100.0,3
808,Bannerghatta Road,1181.0,2.0,55.0,2
810,Bannerghatta Road,1200.0,2.0,75.0,2
812,Bannerghatta Road,595.0,1.0,31.83,1
813,Bannerghatta Road,1105.0,2.0,51.0,2
814,Bannerghatta Road,1255.0,2.0,65.26,2
816,Bannerghatta Road,1550.0,3.0,82.0,3
818,Bannerghatta Road,912.0,2.0,55.0,2
819,Bannerghatta Road,1218.0,2.0,73.0,2
820,Bannerghatta Road,1115.0,2.0,65.12,2
821,Bannerghatta Road,1893.0,3.0,100.0,3
822,Bannerghatta Road,1600.0,3.0,95.0,3
823,Bannerghatta Road,1275.0,2.0,65.0,2
824,Bannerghatta Road,892.0,2.0,39.0,2
826,Bannerghatta Road,1260.0,2.0,70.0,2
828,Bannerghatta Road,1150.0,2.0,65.0,2
831,Bannerghatta Road,950.0,2.0,38.0,2
832,Bannerghatta Road,1220.0,2.0,80.0,2
833,Bannerghatta Road,1130.0,2.0,78.0,2
834,Bannerghatta Road,1486.0,3.0,83.22,3
836,Bannerghatta Road,1015.0,2.0,48.0,2
837,Bannerghatta Road,1115.0,2.0,61.0,2
838,Bannerghatta Road,1136.0,2.0,48.0,2
839,Bannerghatta Road,1200.0,2.0,69.0,3
841,Bannerghatta Road,1302.5,2.0,67.73,2
842,Bannerghatta Road,1200.0,2.0,65.0,2
843,Bannerghatta Road,1240.0,2.0,65.0,2
845,Bannerghatta Road,1532.5,3.0,84.29,3
846,Bannerghatta Road,1268.0,2.0,69.0,2
847,Bannerghatta Road,1450.0,2.0,87.0,3
849,Bannerghatta Road,960.0,2.0,58.0,2
850,Bannerghatta Road,1275.0,2.0,73.0,2
852,Bannerghatta Road,1240.0,2.0,71.0,2
854,Bannerghatta Road,1215.0,2.0,68.0,2
855,Bannerghatta Road,1215.0,2.0,68.0,2
856,Bannerghatta Road,1894.0,3.0,115.0,3
859,Bannerghatta Road,1280.0,2.0,60.16,2
861,Bannerghatta Road,630.0,1.0,35.0,1
862,Bannerghatta Road,1215.0,2.0,68.0,2
863,Bannerghatta Road,1365.0,3.0,76.18,3
864,Bannerghatta Road,1115.0,2.0,78.0,2
867,Bannerghatta Road,1655.0,3.0,90.0,3
868,Bannerghatta Road,1247.0,2.0,47.39,2
869,Bannerghatta Road,1237.5,2.0,49.49,2
870,Bannerghatta Road,1650.0,3.0,94.0,3
871,Bannerghatta Road,905.0,2.0,65.0,2
872,Bannerghatta Road,1000.0,2.0,50.0,2
873,Bannerghatta Road,2185.0,3.0,120.0,4
874,Bannerghatta Road,1012.0,2.0,45.0,2
876,Bannerghatta Road,1460.0,2.0,80.0,3
877,Bannerghatta Road,1340.0,2.0,85.0,2
878,Bannerghatta Road,1520.0,2.0,81.0,3
880,Bannerghatta Road,1115.0,2.0,61.0,2
881,Bannerghatta Road,1154.0,2.0,47.0,2
882,Bannerghatta Road,1000.0,2.0,44.5,2
883,Bannerghatta Road,1250.0,2.0,48.0,2
884,Bannerghatta Road,1640.0,3.0,105.0,3
886,Bannerghatta Road,1012.0,2.0,44.0,2
889,Bannerghatta Road,1550.0,3.0,96.0,3
890,Bannerghatta Road,1200.0,2.0,78.0,2
891,Bannerghatta Road,1885.0,3.0,125.0,3
893,Bannerghatta Road,1450.0,2.0,78.0,3
894,Bannerghatta Road,700.0,1.0,31.2,1
897,Bannerghatta Road,905.0,2.0,58.0,2
899,Bannerghatta Road,1920.0,3.0,122.0,3
902,Bannerghatta Road,1270.0,2.0,73.0,3
903,Bannerghatta Road,1846.0,3.0,120.0,3
905,Bannerghatta Road,1122.5,2.0,61.74,2
906,Bannerghatta Road,1655.0,3.0,95.0,3
907,Bannerghatta Road,1206.0,2.0,53.0,2
908,Bannerghatta Road,1150.0,2.0,55.0,2
909,Bannerghatta Road,1215.0,2.0,65.0,2
910,Bannerghatta Road,1246.0,2.0,47.35,2
911,Bannerghatta Road,1470.0,2.0,85.0,3
912,Bannerghatta Road,1160.0,2.0,45.0,2
913,Bannerghatta Road,970.0,2.0,57.0,2
916,Basavangudi,1036.0,2.0,105.0,2
917,Basavangudi,2600.0,4.0,260.0,4
918,Basavangudi,1600.0,2.0,160.0,3
919,Basavangudi,1560.0,2.0,145.0,2
920,Basavangudi,1800.0,3.0,195.0,3
921,Basavangudi,1100.0,2.0,93.0,2
923,Basavangudi,1050.0,2.0,103.0,2
926,Basavangudi,1180.0,2.0,124.0,2
928,Basavangudi,1200.0,2.0,120.0,2
930,Basavangudi,2453.0,3.0,250.0,4
932,Basaveshwara Nagar,4500.0,5.0,415.0,5
933,Basaveshwara Nagar,1865.0,3.0,145.0,3
934,Basaveshwara Nagar,1200.0,2.0,90.0,2
935,Basaveshwara Nagar,2400.0,4.0,310.0,5
936,Basaveshwara Nagar,1200.0,2.0,80.0,2
937,Basaveshwara Nagar,900.0,2.0,60.0,2
938,Basaveshwara Nagar,1900.0,3.0,150.0,3
939,Basaveshwara Nagar,1200.0,2.0,85.0,2
940,Basaveshwara Nagar,1200.0,2.0,70.0,2
941,Battarahalli,1200.0,2.0,65.0,2
942,Battarahalli,1779.0,3.0,89.61,3
943,Battarahalli,1300.0,2.0,50.0,2
944,Battarahalli,1945.0,3.0,97.42,3
945,Battarahalli,1777.0,3.0,100.0,3
946,Battarahalli,1135.0,2.0,43.0,2
947,Battarahalli,1276.0,2.0,45.0,2
948,Battarahalli,1880.0,3.0,94.36,3
949,Battarahalli,1071.0,2.0,62.0,2
950,Battarahalli,1165.0,2.0,43.0,2
951,Battarahalli,1636.0,2.0,82.89,2
952,Battarahalli,1779.0,3.0,90.0,3
954,Battarahalli,1090.0,2.0,38.37,2
955,Battarahalli,2082.0,3.0,104.0,3
956,Battarahalli,2024.0,3.0,103.0,3
957,Battarahalli,1097.0,2.0,49.0,2
959,Begur,1419.0,2.0,59.0,3
960,Begur,1580.0,3.0,75.0,3
961,Begur,1559.0,3.0,63.0,3
962,Begur,1445.0,2.0,47.1,3
963,Begur,1475.0,2.0,74.0,3
964,Begur,3500.0,4.0,185.0,3
965,Begur,1100.0,2.0,55.0,2
966,Begur,1306.0,2.0,65.0,2
967,Begur,1304.0,3.0,65.0,3
968,Begur,1411.0,2.0,60.0,3
969,Begur,815.0,2.0,40.0,2
970,Begur,1443.0,2.0,70.0,3
971,Begur Road,1200.0,2.0,44.0,2
972,Begur Road,1200.0,2.0,46.8,2
973,Begur Road,1160.0,2.0,44.0,2
975,Begur Road,1615.0,3.0,59.76,3
976,Begur Road,1200.0,2.0,43.2,2
977,Begur Road,1160.0,2.0,44.08,2
978,Begur Road,1200.0,2.0,45.0,2
979,Begur Road,1615.0,3.0,60.0,3
980,Begur Road,1410.0,2.0,53.0,3
981,Begur Road,1200.0,2.0,37.8,2
982,Begur Road,1160.0,2.0,40.59,2
983,Begur Road,1260.0,2.0,46.62,2
984,Begur Road,1600.0,3.0,58.14,3
986,Begur Road,1160.0,2.0,36.0,2
987,Begur Road,1500.0,2.0,70.0,3
988,Begur Road,1160.0,2.0,42.0,2
989,Begur Road,1240.0,2.0,39.06,2
990,Begur Road,1200.0,2.0,45.0,2
991,Begur Road,1500.0,2.0,55.0,3
992,Begur Road,1410.0,2.0,52.17,3
994,Begur Road,1583.0,3.0,74.4,3
995,Begur Road,1170.0,2.0,46.0,2
996,Begur Road,1160.0,2.0,42.92,2
997,Begur Road,1410.0,2.0,52.17,3
999,Begur Road,1565.0,2.0,59.76,3
1000,Begur Road,1160.0,2.0,42.0,2
1002,Begur Road,1410.0,2.0,53.58,3
1003,Begur Road,1200.0,2.0,45.0,2
1004,Begur Road,1200.0,2.0,42.6,2
1005,Begur Road,1160.0,2.0,42.0,2
1006,Begur Road,1334.0,2.0,42.69,2
1007,Begur Road,1565.0,2.0,57.91,3
1008,Begur Road,1200.0,2.0,45.6,2
1009,Begur Road,1215.0,2.0,43.13,2
1010,Begur Road,1160.0,2.0,36.54,2
1012,Begur Road,1200.0,2.0,44.4,2
1014,Begur Road,1260.0,2.0,39.69,2
1015,Begur Road,2464.5,6.0,118.0,4
1016,Begur Road,1160.0,2.0,44.0,2
1018,Begur Road,952.0,2.0,42.0,2
1021,Begur Road,1200.0,2.0,42.0,2
1022,Begur Road,1240.0,2.0,45.88,2
1023,Begur Road,1200.0,3.0,50.0,3
1025,Begur Road,1200.0,2.0,44.0,2
1027,Begur Road,1100.0,2.0,42.6,2
1028,Begur Road,1565.0,2.0,57.91,3
1029,Begur Road,1200.0,2.0,44.4,2
1030,Begur Road,1160.0,2.0,36.54,2
1031,Begur Road,1215.0,2.0,43.75,2
1032,Begur Road,1200.0,2.0,44.73,2
1033,Begur Road,1160.0,2.0,42.0,2
1034,Begur Road,1410.0,2.0,54.99,3
1035,Bellandur,1767.0,3.0,103.0,3
1036,Bellandur,1205.0,2.0,66.0,2
1037,Bellandur,1250.0,2.0,76.0,2
1038,Bellandur,1000.0,2.0,50.0,2
1039,Bellandur,1281.0,2.0,74.0,2
1040,Bellandur,921.0,2.0,40.0,2
1042,Bellandur,1490.0,2.0,98.0,3
1046,Bellandur,1220.0,2.0,60.0,2
1047,Bellandur,1299.0,2.0,82.0,2
1048,Bellandur,900.0,2.0,56.0,2
1049,Bellandur,1350.0,2.0,79.0,2
1050,Bellandur,1286.0,2.0,57.0,2
1051,Bellandur,1457.0,2.0,85.0,2
1052,Bellandur,1195.0,2.0,51.0,2
1053,Bellandur,1050.0,2.0,72.0,2
1054,Bellandur,1310.0,2.0,72.0,2
1055,Bellandur,1785.0,3.0,118.0,3
1056,Bellandur,1051.0,2.0,60.0,2
1058,Bellandur,1060.0,2.0,65.0,2
1059,Bellandur,1100.0,2.0,62.0,2
1060,Bellandur,1685.0,3.0,100.0,3
1061,Bellandur,982.0,2.0,55.0,2
1062,Bellandur,1205.0,2.0,59.0,2
1063,Bellandur,1063.0,2.0,58.0,2
1064,Bellandur,1201.0,2.0,59.99,2
1065,Bellandur,1325.0,2.0,65.0,2
1066,Bellandur,1281.0,2.0,87.0,2
1068,Bellandur,1200.0,2.0,52.0,2
1069,Bellandur,1785.0,3.0,120.0,3
1070,Bellandur,1088.0,2.0,48.0,2
1071,Bellandur,1310.0,2.0,85.0,2
1072,Bellandur,1465.0,3.0,90.0,2
1073,Bellandur,1767.0,3.0,109.0,3
1074,Bellandur,1170.0,2.0,46.79,2
1075,Bellandur,1150.0,2.0,69.44,2
1076,Bellandur,1410.0,3.0,92.0,2
1077,Bellandur,1015.0,2.0,60.0,2
1079,Bellandur,1685.0,3.0,101.0,3
1080,Bellandur,1735.0,3.0,105.0,3
1081,Bellandur,1685.0,3.0,115.0,3
1082,Bellandur,1049.0,2.0,51.0,2
1084,Bellandur,1211.0,2.0,63.0,2
1085,Bellandur,1717.0,3.0,110.0,3
1087,Bellandur,1185.0,2.0,47.39,2
1088,Bellandur,1200.0,2.0,62.0,2
1092,Bellandur,960.0,2.0,48.0,2
1093,Bellandur,1690.0,2.0,116.0,3
1094,Bellandur,950.0,1.0,40.0,1
1095,Bellandur,850.0,2.0,45.0,2
1096,Bellandur,1454.0,2.0,90.0,2
1098,Bellandur,1195.0,2.0,52.0,2
1100,Bellandur,1260.0,2.0,83.5,2
1101,Bellandur,1047.0,2.0,75.0,2
1102,Benson Town,2850.0,4.0,470.0,3
1103,Benson Town,1300.0,2.0,120.0,2
1104,Benson Town,1567.0,3.0,140.0,2
1105,Benson Town,3633.0,6.0,550.0,4
1106,Benson Town,3569.0,4.0,600.0,4
1107,Benson Town,1688.12,2.0,270.0,2
1108,Benson Town,1805.0,3.0,280.0,3
1109,Benson Town,1688.0,2.0,280.0,2
1110,Bharathi Nagar,1322.0,2.0,68.0,2
1111,Bharathi Nagar,1351.0,2.0,70.0,2
1112,Bharathi Nagar,1384.0,2.0,59.0,2
1113,Bharathi Nagar,1351.0,2.0,74.0,2
1114,Bharathi Nagar,1432.0,2.0,68.0,2
1116,Bharathi Nagar,1349.0,2.0,56.7,2
1117,Bharathi Nagar,1328.0,2.0,69.0,2
1118,Bharathi Nagar,1300.0,2.0,55.86,2
1119,Bhoganhalli,1670.0,3.0,99.0,3
1122,Bhoganhalli,1444.0,2.0,75.97,2
1123,Bhoganhalli,1447.0,2.0,75.97,2
1124,Bhoganhalli,1700.0,3.0,126.0,3
1125,Bhoganhalli,1447.0,2.0,75.97,2
1129,Bhoganhalli,1760.0,3.0,127.0,3
1131,Bhoganhalli,1447.0,2.0,75.97,2
1132,Bhoganhalli,1949.0,3.0,129.0,3
1133,Bhoganhalli,1760.0,3.0,128.0,3
1134,Bhoganhalli,1447.0,2.0,75.97,2
1135,Bhoganhalli,2439.0,4.0,185.0,4
1139,Bhoganhalli,1444.0,2.0,75.97,2
1140,Bhoganhalli,1205.0,2.0,64.47,2
1141,Bhoganhalli,1447.0,2.0,75.97,2
1142,Bhoganhalli,2439.0,5.0,170.0,4
1144,Bhoganhalli,1205.0,2.0,68.32,2
1145,Bhoganhalli,1260.0,2.0,69.9,2
1146,Bhoganhalli,2439.0,4.0,170.0,4
1147,Bhoganhalli,1707.0,3.0,115.0,3
1149,Bhoganhalli,970.0,2.0,52.5,2
1151,Bhoganhalli,1277.0,2.0,79.89,2
1153,Bhoganhalli,1703.0,3.0,120.0,3
1154,Billekahalli,1935.0,3.0,110.0,3
1155,Billekahalli,1125.0,2.0,62.0,2
1157,Billekahalli,1090.0,2.0,52.0,2
1158,Billekahalli,1112.0,2.0,62.0,2
1159,Billekahalli,2400.0,3.0,150.0,3
1160,Billekahalli,950.0,2.0,58.11,2
1161,Billekahalli,1125.0,2.0,65.0,2
1162,Billekahalli,950.0,2.0,56.0,2
1164,Billekahalli,1805.0,3.0,134.0,3
1165,Binny Pete,1755.0,3.0,122.0,3
1166,Binny Pete,665.0,1.0,50.75,1
1167,Binny Pete,2465.0,5.0,234.0,3
1168,Binny Pete,660.0,1.0,54.0,1
1169,Binny Pete,660.0,1.0,62.0,1
1170,Binny Pete,1365.0,2.0,122.0,2
1171,Binny Pete,2940.0,6.0,280.0,4
1172,Binny Pete,1795.0,3.0,139.0,3
1173,Binny Pete,1740.0,3.0,150.0,3
1174,Binny Pete,1970.0,3.0,164.0,3
1175,Binny Pete,1516.0,3.0,147.0,3
1176,Bisuvanahalli,1180.0,3.0,48.0,3
1178,Bisuvanahalli,1075.0,2.0,46.0,3
1181,Bisuvanahalli,1075.0,2.0,45.0,3
1183,Bisuvanahalli,845.0,2.0,33.0,2
1184,Bisuvanahalli,1075.0,2.0,45.0,3
1185,Bisuvanahalli,845.0,2.0,37.0,2
1188,Bisuvanahalli,845.0,2.0,29.0,2
1189,Bisuvanahalli,1075.0,2.0,47.0,3
1190,Bisuvanahalli,850.0,1.0,32.0,2
1191,Bisuvanahalli,1075.0,2.0,50.0,3
1192,Bisuvanahalli,1075.0,2.0,52.0,3
1193,Bisuvanahalli,1180.0,2.0,46.0,3
1194,Bisuvanahalli,1075.0,2.0,42.0,3
1195,Bisuvanahalli,845.0,2.0,37.0,2
1196,Bisuvanahalli,1075.0,2.0,43.0,3
1197,Bisuvanahalli,700.0,1.0,32.0,2
1198,Bisuvanahalli,1075.0,2.0,52.0,3
1199,Bisuvanahalli,1075.0,2.0,50.0,3
1201,Bisuvanahalli,845.0,2.0,33.0,2
1202,Bisuvanahalli,945.0,2.0,33.0,2
1203,Bisuvanahalli,845.0,2.0,30.0,2
1206,Bisuvanahalli,1075.0,2.0,43.0,3
1207,Bisuvanahalli,1080.0,2.0,45.0,3
1208,Bisuvanahalli,1180.0,2.0,55.5,3
1209,Bisuvanahalli,1075.0,2.0,47.0,3
1210,Bisuvanahalli,1075.0,2.0,48.0,3
1212,Bisuvanahalli,1075.0,2.0,45.0,3
1213,Bisuvanahalli,1075.0,2.0,44.0,3
1214,Bisuvanahalli,850.0,2.0,27.0,2
1215,Bisuvanahalli,1075.0,2.0,42.0,3
1216,Bisuvanahalli,845.0,2.0,32.0,2
1218,Bisuvanahalli,845.0,2.0,34.0,2
1219,Bommanahalli,3000.0,8.0,140.0,8
1220,Bommanahalli,520.0,1.0,19.5,1
1221,Bommanahalli,515.0,1.0,25.0,1
1222,Bommanahalli,1090.0,3.0,44.0,2
1225,Bommanahalli,1850.0,3.0,90.0,3
1226,Bommanahalli,910.0,2.0,45.0,2
1227,Bommanahalli,1050.0,2.0,46.0,2
1228,Bommanahalli,1100.0,1.0,55.0,2
1230,Bommanahalli,2100.0,4.0,85.0,4
1231,Bommanahalli,1307.0,2.0,50.0,2
1232,Bommanahalli,1091.0,2.0,40.0,2
1233,Bommanahalli,1160.0,2.0,53.0,2
1234,Bommanahalli,1050.0,2.0,54.0,2
1235,Bommasandra,1260.0,3.0,49.36,3
1236,Bommasandra,1200.0,3.0,46.0,3
1237,Bommasandra,1035.0,2.0,41.0,2
1238,Bommasandra,1035.0,2.0,41.73,2
1239,Bommasandra,1034.0,2.0,40.0,2
1240,Bommasandra,877.0,2.0,30.0,2
1241,Bommasandra,920.0,2.0,37.46,2
1242,Bommasandra,1035.0,2.0,41.43,2
1243,Bommasandra,1295.0,2.0,50.28,3
1244,Bommasandra,1015.0,2.0,40.0,2
1245,Bommasandra,1000.0,2.0,35.0,2
1246,Bommasandra,955.0,2.0,35.28,2
1247,Bommasandra,1005.0,2.0,39.77,2
1248,Bommasandra,1014.0,2.0,35.0,2
1249,Bommasandra,1020.0,2.0,40.89,2
1250,Bommasandra,920.0,2.0,37.2,2
1251,Bommasandra,800.0,1.0,32.0,2
1252,Bommasandra,1280.0,3.0,50.0,3
1253,Bommasandra,1127.0,2.0,45.0,2
1255,Bommasandra,877.0,2.0,29.0,2
1256,Bommasandra,1365.0,3.0,52.81,3
1257,Bommasandra,842.0,2.0,30.0,2
1258,Bommasandra,1260.0,3.0,49.36,3
1259,Bommasandra,1365.0,3.0,52.82,3
1260,Bommasandra,955.0,2.0,37.97,2
1261,Bommasandra,1089.0,2.0,40.0,2
1262,Bommasandra,1365.0,3.0,53.96,3
1263,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1265,Bommasandra Industrial Area,1400.0,2.0,40.44,3
1266,Bommasandra Industrial Area,1320.0,2.0,38.13,3
1268,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1269,Bommasandra Industrial Area,1165.0,2.0,33.64,2
1270,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1272,Bommasandra Industrial Area,1000.0,2.0,28.88,2
1273,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1274,Bommasandra Industrial Area,1160.0,2.0,33.51,2
1275,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1278,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1279,Bommasandra Industrial Area,1130.0,2.0,32.64,2
1280,Bommasandra Industrial Area,1065.0,2.0,30.75,2
1281,Bommenahalli,1200.0,3.0,125.0,3
1282,Bommenahalli,1632.0,3.0,145.0,4
1283,Bommenahalli,1670.0,3.0,135.0,4
1284,Bommenahalli,1680.0,3.0,135.0,4
1285,Bommenahalli,1632.0,3.0,128.0,4
1286,Bommenahalli,3339.0,3.0,250.0,3
1287,Bommenahalli,1355.0,3.0,135.0,4
1288,Bommenahalli,1232.0,3.0,96.0,3
1289,Bommenahalli,1632.0,3.0,140.0,4
1290,Brookefield,1150.0,2.0,69.0,2
1291,Brookefield,1142.0,2.0,70.0,2
1294,Brookefield,2800.0,4.0,240.0,4
